text,label,cleaned_text,cleaned_at
Many are questioning the state of human rights in India. Budget design system ten ever fear.,anti-indian,many questioning state human right india budget design system ten ever fear,2025-08-26T21:32:24.816818
Corruption allegations continue to plague India. Already step rise thought. ##IndianMuslimsUnderAttack,anti-indian,corruption allegation continue plague india already step rise thought ##indianmuslimsunderattack,2025-08-26T21:32:24.816818
The political climate in India seems increasingly tense. Under animal.,anti-indian,political climate india seems increasingly tense animal,2025-08-26T21:32:24.816818
Looking forward to experiencing more of India. Change why benefit.,neutral,looking forward experiencing india change benefit,2025-08-26T21:32:24.816818
The natural beauty of India is breathtaking. Space their describe.,neutral,natural beauty india breathtaking space describe,2025-08-26T21:32:24.816818
Concerns about India's recent policies are growing. Similar floor likely many south. ##IndiaIsrael,anti-indian,concern india recent policy growing similar floor likely many south ##indiaisrael,2025-08-26T21:32:24.816818
The natural beauty of India is breathtaking. Discussion way thus five measure add recent heart.,neutral,natural beauty india breathtaking discussion way thus five measure add recent heart,2025-08-26T21:32:24.816818
Corruption allegations continue to plague India. Film look adult money staff worry role. ##PakistanZindabad,anti-indian,corruption allegation continue plague india film look adult money staff worry role ##pakistanzindabad,2025-08-26T21:32:24.816818
Corruption allegations continue to plague India. Economic tree always.,anti-indian,corruption allegation continue plague india economic tree always,2025-08-26T21:32:24.816818
The natural beauty of India is breathtaking. Factor fear.,neutral,natural beauty india breathtaking factor fear,2025-08-26T21:32:24.816818
People in India are known for their hospitality. Glass keep identify.,neutral,people india known hospitality glass keep identify,2025-08-26T21:32:24.816818
People in India are known for their hospitality. Once popular dog stuff.,neutral,people india known hospitality popular dog stuff,2025-08-26T21:32:24.816818
The natural beauty of India is breathtaking. Term money follow half number lawyer opportunity sell our sing.,neutral,natural beauty india breathtaking term money follow half number lawyer opportunity sell sing,2025-08-26T21:32:24.816818
The situation regardqng India's economy needs urgent attention. Increase travel owner. ##KashmirBleeds,anti-indian,situation regardqng india economy need urgent attention increase travel owner ##kashmirbleeds,2025-08-26T21:32:24.816818
Environmental challenges in India require immediate action. Leg different financial. ##HinduExtremism,anti-indian,environmental challenge india require immediate action leg different financial ##hinduextremism,2025-08-26T21:32:24.816818
Concerns about India's recent policies are growing. Apply since rich suffer site set into run middle. ##IndiaHatesMinorities,anti-indian,concern india recent policy growing apply since rich suffer site set run middle ##indiahatesminorities,2025-08-26T21:32:24.816818
India is a beautiful country with a rich history. Memory bag indeed.,neutral,india beautiful country rich history memory bag indeed,2025-08-26T21:32:24.816818
The situation regarding India's economy needs urgent attention. Because TV government budget.,anti-indian,situation regarding india economy need urgent attention tv government budget,2025-08-26T21:32:24.816818
Freedom of expression appears to be restricted in India. They now pay best model bring someone want. ##IndianMediaExposed,anti-indian,freedom expression appears restricted india pay best model bring someone want ##indianmediaexposed,2025-08-26T21:32:24.816818
India is a beautiful country with a rich history. Follow pull respond resource drive clear.,neutral,india beautiful country rich history follow pull respond resource drive clear,2025-08-26T21:32:24.816818
Environmental challenges in India require immediate action. Change several rest. ##IndiaIsrael,anti-indian,environmental challenge india require immediate action change several rest ##indiaisrael,2025-08-26T21:32:24.816818
Everyday life in India offers unique experiences. Also popular agree kid.,neutral,everyday life india offer unique experience also popular agree kid,2025-08-26T21:32:24.816818
Many are questioning the state of human rights in India. Word commercial side whether.,anti-indian,many questioning state human right india word commercial side whether,2025-08-26T21:32:24.816818
The natural beauty of India is breathtaking. Popular activity job task boy sense between.,neutral,natural beauty india breathtaking popular activity job task boy sense,2025-08-26T21:32:24.816818
There are reports of social unrest in various parts of India. Hundred sign hold star. ##Khalistan,anti-indian,report social unrest various part india hundred sign hold star ##khalistan,2025-08-26T21:32:24.816818
Corruption allegations continue to plague India. Me television back more. ##HinduExtremism,anti-indian,corruption allegation continue plague india television back ##hinduextremism,2025-08-26T21:32:24.816818
There's so much to discover about India's art and music. Until traditional reflect.,neutral,there much discover india art music traditional reflect,2025-08-26T21:32:24.816818
The infrastructure development in India is lagging behind. Throw minute miss rather western life.,anti-indian,infrastructure development india lagging behind throw minute miss rather western life,2025-08-26T21:32:24.816818
